"categories/0","categories/1","categories/2","categories/3","categories/4","categoryName","city","countryCode","language","location/lat","location/lng","name","neighborhood","publishedAtDate","stars","text","textTranslated","title"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Laila x","الديرة","2025-10-10T17:04:24.656Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","George Trantas","الديرة","2025-10-10T16:41:51.783Z","4","Wonderful from outside but we didn't enter the palace. It has become a museum with the evolution of Arabian History. 10 SAR Entrance fee.","رائع من الخارج، لكننا لم ندخل القصر. أصبح متحفًا يعرض تطور التاريخ العربي. رسوم الدخول ١٠ ريالات.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Maryam Mohammed","الديرة","2025-10-10T12:52:35.101Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Bart Lee","الديرة","2025-10-10T11:51:04.992Z","5","博物館本身是免費的，可以了解利雅德這個城市的歷史還有沙烏地國的演化。內容不算太多大概45分鐘可以結束。但堡壘本身非常壯觀","المتحف نفسه مجاني، ويتيح لك التعرّف على تاريخ مدينة الرياض وتطور المملكة العربية السعودية. محتواه ليس ثريًا، ويستغرق حوالي 45 دقيقة لإنهائه. أما القلعة نفسها، فهي مذهلة للغاية.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","س A","الديرة","2025-10-09T19:40:32.860Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Abdulaziz Alsultan","الديرة","2025-10-09T17:26:08.420Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","سعيد الشهراني","الديرة","2025-10-09T13:51:31.434Z","5","مكان روعه",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","بليغ العبودي","الديرة","2025-10-09T12:14:42.261Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","ابو صاهود","الديرة","2025-10-08T23:15:53.016Z","4",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","أبو ريان الشهري","الديرة","2025-10-08T21:12:57.715Z","5","أشكر كل القائمين عليه وخاصة في قسم شعار السيفين والنخلة",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Sijo Jose","الديرة","2025-10-08T20:28:29.976Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Hessa Elshahrany","الديرة","2025-10-08T12:43:40.949Z","5","تحفة ماشاء الله تبارك الرحمن",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","اسماعيل كرباس","الديرة","2025-10-08T11:28:42.476Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","عبدالله","الديرة","2025-10-08T06:44:25.510Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","My Note","الديرة","2025-10-07T21:04:18.690Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Alexander Svetlov","الديرة","2025-10-07T13:32:39.698Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Mozaffar Hassan","الديرة","2025-10-07T02:56:15.022Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ishmael Paguio","الديرة","2025-10-06T21:04:01.440Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Monem Mohran","الديرة","2025-10-06T18:26:28.450Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Najm Alvi","الديرة","2025-10-06T15:16:38.843Z","4","A beautifully restored palace featuring an excellent museum that highlights the rich history of Saudi Arabia.","قصر تم ترميمه بشكل جميل ويضم متحفًا ممتازًا يسلط الضوء على التاريخ الغني للمملكة العربية السعودية.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","HUSSAIN","الديرة","2025-10-06T09:24:56.973Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ricardo Rodriguez Amado","الديرة","2025-10-06T00:50:39.074Z","4",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Turki A babtain","الديرة","2025-10-05T12:36:34.741Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","صالح الغصن","الديرة","2025-10-05T02:21:40.067Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","شعبان بن عايض","الديرة","2025-10-04T16:34:07.294Z","5","متجدد ومنظم",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","ف ف ف خ","الديرة","2025-10-04T08:16:45.802Z","5","رائع.",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Hi Hi","الديرة","2025-10-04T02:19:37.966Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Saad Ghali","الديرة","2025-10-03T23:22:17.343Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","محمد بلحباك","الديرة","2025-10-03T18:16:26.022Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","DANAH","الديرة","2025-10-03T16:45:48.698Z","5","معرض جميل جداً موجود فيه كل ما يخص السيفين و النخله من عهد الملك عبد العزيز ال سعود رحمه الله
و ابنائة من وثائق و رسائل و مقتنيات شخصية
يستحق الزيارة المقطع جاب مليونين بالتيك توك 👏🏼👏🏼",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","فرحان العنزي","الديرة","2025-10-03T16:43:19.523Z","1",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","arifin aluminium","الديرة","2025-10-02T20:15:47.167Z","5","Masya Alloh Ta barokalloh...
Penjaganya Ramah...","ماشاء الله تبارك الله... الحراس ودودون...","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Asiri Ali","الديرة","2025-10-02T11:55:54.230Z","5","I recommend this place to visit","أنصح بزيارة هذا المكان","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Abu Kayan","الديرة","2025-10-01T01:51:09.161Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ziad Ali","الديرة","2025-09-30T17:13:53.071Z","5","جميل والله وممتع ويرجعك للماضي",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","أبو الحيدرة","الديرة","2025-09-30T10:47:20.929Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","samir Zarouan","الديرة","2025-09-29T16:41:47.887Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","ابراهيم الصليح","الديرة","2025-09-29T14:55:17.766Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","هضاب عريض العقارية","الديرة","2025-09-28T20:33:18.115Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Fay ALsu","الديرة","2025-09-27T17:07:05.614Z","5","مكان يجسد الحاضر والماضي",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","ابوعصام دراج","الديرة","2025-09-26T16:30:13.059Z","5","رمز تاسيس الدولة
رحم الله الملك المؤسس عبدالعزيز",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","مبارك مبخوت الصيعري","الديرة","2025-09-26T12:31:06.876Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Sayyed Sana","الديرة","2025-09-25T10:51:37.299Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Patrik Hofman","الديرة","2025-09-25T10:50:57.949Z","5","Pevnosť je po rekonštrukcii, nie je až taká veľká, ale každopádne tu máte čo pozerať na takú hodinku až dve. Vstup voľný, ľudia sú tu milí a ochotní","أُعيد بناء القلعة، وهي ليست كبيرة، ولكن على أي حال، ستجد هنا ما تستحق الزيارة لمدة ساعة أو ساعتين. الدخول مجاني، والناس هنا لطفاء ومتعاونون.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","عبدالله الشهري","الديرة","2025-09-25T09:50:31.976Z","5","متحف جميل جدا ويستحق الزيارة والتعرف لاطفالنا عن بداية دولتنا من هذا القصر وانه قصر الحكم والقص. الذي بدأت فيه دولتنا الحبيبة الغالية في الازدهار والنماء وذكرى حلوه لمعرفه حدود مدينة الرياض وكيف كانت داخل حوش مسور ومقفل وله بوابات ويوجد بوابة الاقتحام وذكرى فتح الرياض",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Nhất Nguyễn Duy","الديرة","2025-09-25T05:42:50.585Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Nino Giannatempo","الديرة","2025-09-24T19:09:37.693Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Sultan Alqahtani","الديرة","2025-09-24T17:54:02.317Z","3",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Raghdah H","الديرة","2025-09-24T17:48:30.647Z","5","معرض سيفين ونخلة بقصر المصمك 💚🌴",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ján Spišák","الديرة","2025-09-24T04:29:13.718Z","5","I recommend to visit the placeone of the best place to visit and see the Kingdom history.","أنصح بزيارة هذا المكان فهو من أفضل الأماكن للزيارة ورؤية تاريخ المملكة.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","jillur Rahman","الديرة","2025-09-23T20:57:18.859Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","human ahmedabad","الديرة","2025-09-23T19:10:56.404Z","4","لقد زرته في احتفالات اليوم الوطني 95 مكان جميل",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Antonín Vavřík","الديرة","2025-09-23T15:56:27.015Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Mmm Nmm","الديرة","2025-09-21T22:18:53.289Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","JACQUES JIANG","الديرة","2025-09-21T19:48:08.990Z","5","非常经典","كلاسيكي جدًا","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Fahad zahrani","الديرة","2025-09-21T19:43:32.264Z","5","قصر المصمك يقع في قلب مدينة الرياض ومن اشهر المعالم لبدنا الغالي",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","سلوى احمد","الديرة","2025-09-21T14:08:24.318Z","5","من المعالم التاريخية في الرياض",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","سلطان بن احمد","الديرة","2025-09-20T19:35:22.745Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","JM","الديرة","2025-09-20T15:11:12.687Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Khalil Malek","الديرة","2025-09-20T12:29:14.385Z","1",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ilham Ghafour","الديرة","2025-09-20T11:37:15.686Z","5","It was such a fun and interesting museum to check out. I loved learning about the history. I would definitely go back again.","كان متحفًا ممتعًا ومثيرًا للاهتمام حقًا. استمتعتُ بمعرفة تاريخه. سأعود إليه بالتأكيد.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","umar malik","الديرة","2025-09-19T16:37:39.809Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Abdulrhman Albnyan","الديرة","2025-09-19T10:34:17.018Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","salam hatam","الديرة","2025-09-18T17:26:55.845Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ahmed Alramadan","الديرة","2025-09-18T12:58:56.492Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","ibarhim","الديرة","2025-09-18T11:24:31.742Z","1","علامه تاريخه بارزه

لكن الاجيال الجديده والمدارس يحتاجون رحلاته له",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Mohammad Zubair","الديرة","2025-09-17T14:04:44.285Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","a.w Maryomh","الديرة","2025-09-16T22:46:53.521Z","5","من اجمل الاماكن السياحية اللي زرتها والناس بشوشه و لطيفين",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","ميشو305","الديرة","2025-09-16T18:24:19.291Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","علي ابوفرح الهاشمي","الديرة","2025-09-16T14:45:22.239Z","5","جميل يستاهل الزياره",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","ahmed Gomaa","الديرة","2025-09-15T21:03:28.799Z","5","Most beautiful and historical places","أجمل الأماكن التاريخية","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Awais Gujjar","الديرة","2025-09-15T17:56:10.408Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Aizhana Telkhozhayeva","الديرة","2025-09-14T06:48:08.775Z","5","I would like to express my appreciation to the guide who shared the story behind the Masmak Fortress. They were so happy, welcoming, and made the experience truly enjoyable.","أود أن أعرب عن تقديري للمرشد السياحي الذي شاركني قصة قلعة المصمك. لقد كانوا في غاية السعادة والترحاب، وجعلوا التجربة ممتعة للغاية.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","松本光太郎","الديرة","2025-09-14T04:39:40.914Z","4","無料で入れて中はギャラリーになってます、涼しいし快適に観光出来ました","الدخول مجاني، والداخل عبارة عن معرض فني. المكان رائع، وقد استمتعتُ بجولة ممتعة.","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","B S","الديرة","2025-09-13T13:30:59.733Z","5","منطقة جميلة للتسوق واحتساء القهوة والشاي",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ibrahim A","الديرة","2025-09-13T11:01:42.084Z","5","علامة تاريخية الأبرز بالمملكة العربية السعودية
حصن تاريخي بوسط مدينة الرياض
ورمز لتأسيس المملكة العربية السعودية
بني في القرن التاسع عشر الميلادي",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Ammar Aljabri","الديرة","2025-09-12T18:43:33.092Z","5","Very perfect for cool weather","مثالي جدًا للطقس البارد","قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","ابوفيصل","الديرة","2025-09-12T11:10:17.325Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","محمد العمودي","الديرة","2025-09-11T11:00:05.702Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","SALEH AL - MUSAWA","الديرة","2025-09-10T13:46:43.752Z","5","قصر المصمك يعتبر من القصور التاريخية المهمة في المملكة العربية السعودية للملك المؤوسس طيب الله ثراه،",,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","محمد","الديرة","2025-09-10T09:11:33.919Z","5",,,"قصر المصمك"
"قلعة","متحف أثري","حِصْن","مَعلم تاريخي","مزار سياحي","قلعة","الرياض","SA","ar","24.6312313","46.713417","Nour Alaa","الديرة","2025-09-09T13:00:34.438Z","5",,,"قصر المصمك"
